ip,360风险值,国家,省/州,城市,区/县,乡镇,纬度,经度,AS号,是否IDC,是否代理,代理类型,最近代理时间,用户类型,最近7天平均终端数,最近解析域名,最近解析域名时间,服务提供商,是否有恶意行为,最近恶意行为时间,是否botnet,botnet家族,最近botnet时间,是否brute_force,最近brute_force时间,是否ddos,最近ddos时间,ddos主/被动,ddos置信度,是否scanner,最近scanner时间,scanner置信度,是否spam,最近spam时间,是否有恶意行为
144.0.69.152,0,中国,山东,威海,荣成市,,37.509691,122.116394,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",false,,false,,,false,,false,,,,false,,,false,,0
180.105.111.79,2,中国,江苏,连云港,,,34.600018,119.178821,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-08,true,BigWolf,2018-03-10,false,,true,2017-05-31,active,40%,false,,,true,2018-04-08,1
180.127.138.20,2,中国,江苏,连云港,,,34.600018,119.178821,AS4134,false,false,,,境内家庭,1~20,gnhzsn.gnway.org,2017-01-20,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-08,true,"BigWolf,DarkKomet",2018-03-14,false,,true,2016-07-26,passive,40%,false,,,true,2018-04-08,1
121.236.9.94,0,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,mlqgktv.dahuaddns.com,2017-01-11,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-08-02,true,DSL4,2017-08-02,false,,true,2016-07-22,passive,40%,false,,,false,,1
123.169.4.0,,中国,山东,烟台,,,37.539297,121.391382,AS17633,,,,,,,,,ASN for Shandong Provincial Net of CT,,,,,,,,,,,,,,,,,0
180.103.38.42,1,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-17,false,,,false,,true,2016-03-06,active,40%,false,,,true,2018-04-17,1
180.108.198.197,2,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,5a13ce02.hanbang.org.cn,2016-06-15,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-16,true,Aboc,2018-02-16,false,,true,2016-03-29,active,40%,false,,,true,2017-12-14,1
123.54.106.136,2,中国,河南,焦作,,,35.23904,113.238266,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-05,true,DSL4,2017-11-29,false,,true,2018-04-05,active,40%,false,,,true,2017-08-15,1
180.119.178.38,0,中国,江苏,扬州,宝应县,安宜镇,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2015-12-09,false,,,false,,true,2015-12-09,active,40%,false,,,false,,1
125.113.127.113,2,中国,浙江,金华,,,29.089524,119.649506,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-12-18,true,CVE-2012-0158,2017-11-10,false,,true,2017-12-18,active,40%,false,,,false,,1
121.239.42.106,2,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,9002a9d39f0d.dahuaddns.com,2017-07-20,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-30,true,Artemis,2017-10-13,false,,true,2018-02-01,active,40%,false,,,true,2018-03-30,1
180.106.144.167,1,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-12-03,true,Artemis,2017-12-03,false,,true,2016-03-06,active,40%,false,,,false,,1
182.38.119.123,1,中国,山东,威海,荣成市,,37.509691,122.116394,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-06,false,,,false,,true,2018-01-06,active,40%,false,,,false,,1
125.121.140.0,,中国,浙江,杭州,,,30.287459,120.153576,AS4134,,,,,,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",,,,,,,,,,,,,,,,,0
175.2.56.182,1,中国,湖南,娄底,,,27.728136,112.008497,AS4134,false,false,,,境内家庭,1~20,ldgmdq.ufycb.com,2017-07-11,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-08,false,,,false,,true,2017-05-01,active,40%,false,,,true,2018-04-08,1
180.105.171.237,1,中国,江苏,连云港,,,34.600018,119.178821,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-19,true,BigWolf,2018-03-19,false,,true,2016-03-07,active,40%,false,,,false,,1
177.47.219.106,1,巴西,巴西,,,,-14.2429,-54.387798,AS262473,false,false,,,,,,,SAMISSA TELECOM,true,2018-04-14,false,,,false,,false,,,,false,,,true,2018-04-14,1
121.233.172.188,0,中国,江苏,扬州,宝应县,安宜镇,32.393159,119.421003,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2016-03-06,false,,,false,,true,2016-03-06,active,40%,false,,,false,,1
180.103.47.214,0,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2016-03-08,false,,,false,,true,2016-03-08,active,40%,false,,,false,,1
144.0.70.29,0,中国,山东,威海,,,37.509691,122.116394,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",false,,false,,,false,,false,,,,false,,,false,,0
180.105.111.82,2,中国,江苏,连云港,,,34.600018,119.178821,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-13,true,Gh0st,2018-03-19,false,,true,2016-01-30,active,40%,false,,,true,2018-04-13,1
183.128.34.155,1,中国,浙江,杭州,,,30.287459,120.153576,AS4134,false,false,,,境内家庭,1~20,zxty201305.eicp.net,2015-07-21,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-19,false,,,false,,true,2016-02-25,active,40%,false,,,true,2018-03-19,1
121.236.9.102,1,中国,江苏,苏州,常熟市,碧溪镇,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,4c11bf114ab3.dahuaddns.com,2017-06-02,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-28,true,BigWolf,2018-02-28,false,,true,2016-02-12,active,40%,false,,,false,,1
180.127.138.28,2,中国,江苏,连云港,,,34.600018,119.178821,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-06,true,BigWolf,2018-03-19,false,,true,2016-03-17,active,40%,false,,,true,2018-04-06,1
123.169.34.117,3,中国,山东,烟台,,,37.539297,121.391382,AS17633,false,true,http,2017-08-22,境内家庭,1~20,,,ASN for Shandong Provincial Net of CT,true,2018-04-10,true,"Darkshell,DSL4",2017-08-04,false,,true,2018-01-26,passive,80%,false,,,true,2018-04-10,1
180.103.38.47,0,中国,江苏,扬州,宝应县,安宜镇,32.393159,119.421003,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",false,,false,,,false,,false,,,,false,,,false,,0
180.108.198.203,3,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,junshifl.dahuaddns.com,2017-08-16,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-16,true,Artemis,2018-02-08,false,,true,2018-01-30,active,40%,true,2017-08-14,80%,true,2018-03-16,1
121.239.42.131,1,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,wdmycloud.device2165544.wd2go.com,2016-06-07,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-26,true,Trojan,2017-05-25,false,,true,2018-03-26,passive,40%,false,,,false,,1
123.55.0.0,0,中国,河南,洛阳,,,34.663041,112.434468,AS4134,false,false,,,,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2015-11-21,false,,,false,,true,2015-11-21,active,40%,false,,,false,,1
125.113.127.227,1,中国,浙江,金华,,,29.089524,119.649506,AS4134,false,false,,,境内家庭,1~20,zww26060.oicp.net,2016-04-17,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-22,false,,,false,,true,2016-03-07,active,40%,false,,,true,2018-02-22,1
180.106.144.251,2,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,sanxiang123.dahuaddns.com,2016-10-01,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-28,true,Artemis,2018-02-21,false,,true,2017-07-06,active,40%,false,,,true,2018-02-28,1
175.2.57.34,1,中国,湖南,娄底,,,27.728136,112.008497,AS4134,false,false,,,境内家庭,1~20,dulux7003.gnway.cc,2017-12-03,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-12-20,true,Trojan,2017-12-20,false,,false,,,,false,,,false,,1
180.119.178.39,0,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",false,,false,,,false,,false,,,,false,,,false,,0
125.121.168.120,2,中国,浙江,杭州,,,30.287459,120.153576,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-24,false,,,false,,true,2018-01-09,active,40%,false,,,true,2018-03-24,1
182.42.36.0,,中国,山东,烟台,,,37.539297,121.391382,AS4134,,,,,,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",,,,,,,,,,,,,,,,,0
180.105.176.2,3,中国,江苏,连云港,,,34.600018,119.178821,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-06,true,"BigWolf,Gh0st",2018-03-11,false,,true,2017-10-19,active,40%,false,,,true,2018-04-06,1
183.159.80.169,0,中国,浙江,杭州,,,30.287459,120.153576,AS4134,false,false,,,境内家庭,1~20,zjhz4.3322.org,2016-11-26,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-08-07,false,,,false,,true,2017-08-07,active,40%,false,,,false,,1
177.47.219.174,1,巴西,巴西,,,,-14.2429,-54.387798,AS262473,false,false,,,境外家庭,,,,SAMISSA TELECOM,true,2018-03-15,false,,,false,,true,2017-05-07,active,40%,false,,,true,2018-03-15,1
180.103.47.217,1,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-15,false,,,false,,true,2016-02-21,active,40%,false,,,true,2018-04-15,1
123.169.34.149,4,中国,山东,烟台,,,37.539297,121.391382,AS17633,false,true,http,2017-07-22,境内家庭,1~20,zzspider3.7766.org,2018-02-21,ASN for Shandong Provincial Net of CT,true,2018-03-06,true,Trojan,2018-01-16,false,,true,2018-01-01,passive,80%,false,,,true,2018-03-06,1
180.105.111.111,3,中国,江苏,连云港,,,34.600018,119.178821,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-17,true,BigWolf,2018-03-18,false,,true,2018-04-08,active,40%,false,,,true,2018-04-17,1
144.0.109.209,0,中国,山东,威海,荣成市,,37.509691,122.116394,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2016-12-03,false,,,false,,true,2016-12-03,active,40%,false,,,false,,1
180.127.138.34,3,中国,江苏,连云港,,,34.600018,119.178821,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-05,true,BigWolf,2018-03-03,false,,true,2018-01-24,passive,40%,false,,,true,2018-04-05,1
121.236.9.160,0,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,9002a9d005d1.dahuaddns.com,2017-07-25,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-09-15,true,Morto,2017-09-02,false,,true,2017-09-15,active,40%,false,,,false,,1
183.128.34.234,0,中国,浙江,杭州,,,30.287459,120.153576,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-09-28,false,,,false,,true,2017-09-28,passive,80%,false,,,false,,1
180.108.241.109,0,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-09-26,true,"Gh0st,DSL4",2017-09-26,false,,true,2016-03-17,active,40%,false,,,false,,1
180.103.38.52,0,中国,江苏,扬州,宝应县,安宜镇,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",false,,false,,,false,,false,,,,false,,,false,,0
180.106.144.252,0,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,9002a990ce6c.dahuaddns.com,2017-02-21,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-08-05,true,DSL4,2017-08-05,false,,true,2017-04-14,active,40%,false,,,false,,1
123.55.152.189,4,中国,河南,开封,,,34.797049,114.341447,AS4134,false,true,http,2017-07-24,境内家庭,1~20,akncq.wt028.com,2016-08-03,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-18,false,,,false,,true,2017-10-28,passive,40%,true,2017-11-03,80%,true,2018-03-18,1
180.119.178.45,1,中国,江苏,扬州,宝应县,安宜镇,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-13,false,,,false,,false,,,,false,,,true,2018-04-13,1
182.42.36.37,3,中国,山东,烟台,,,37.539297,121.391382,AS4134,true,true,http,2017-10-19,境内IDC,1~20,zzspider3.7766.org,2018-02-19,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-06,true,MinerdPool,2018-02-22,false,,true,2017-08-05,active,40%,false,,,true,2018-04-06,1
125.115.128.70,2,中国,浙江,宁波,,,29.868388,121.549792,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-12-15,true,MinerdPool,2017-12-15,false,,true,2017-11-09,passive,80%,false,,,false,,1
125.121.169.87,1,中国,浙江,杭州,,,30.287459,120.153576,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-26,false,,,false,,true,2018-02-26,active,40%,false,,,false,,1
177.47.219.178,1,巴西,巴西,,,,-14.2429,-54.387798,AS262473,false,false,,,,,,,SAMISSA TELECOM,true,2018-04-06,false,,,false,,false,,,,false,,,true,2018-04-06,1
175.2.57.65,3,中国,湖南,娄底,娄星区,,27.728136,112.008497,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-16,true,Simda,2018-01-15,false,,true,2018-02-22,active,40%,false,,,true,2018-04-16,1
180.105.176.3,2,中国,江苏,连云港,灌南县,新安镇,34.600018,119.178821,AS4134,true,false,,,境内IDC,1~20,xuleiyu.3322.org,2017-12-13,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-08,true,BigWolf,2018-03-13,false,,true,2016-03-08,active,40%,false,,,true,2018-04-08,1
121.239.42.136,1,中国,江苏,苏州,常熟市,虞山镇,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,5a171fa4.hanbang.org.cn,2017-03-07,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-02,false,,,false,,true,2016-09-19,active,40%,false,,,true,2018-04-02,1
183.159.81.6,3,中国,浙江,杭州,,,30.287459,120.153576,AS4134,false,true,http,2018-04-18,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-01,false,,,false,,true,2018-03-30,active,40%,false,,,true,2018-04-01,1
123.169.34.176,2,中国,山东,烟台,,,37.539297,121.391382,AS17633,false,false,,,境内家庭,1~20,zzspider3.7766.org,2018-02-03,ASN for Shandong Provincial Net of CT,true,2018-04-08,true,Ramnit,2017-09-11,false,,true,2018-04-08,active,40%,true,2017-10-11,80%,true,2018-04-06,1
180.103.47.222,0,中国,江苏,扬州,宝应县,望直港镇,32.393159,119.421003,AS4134,false,false,,,境内家庭,1~20,medusa.dahuaddns.com,2015-03-28,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2016-02-24,false,,,false,,true,2016-02-24,active,40%,false,,,false,,1
180.105.111.125,2,中国,江苏,连云港,,,34.600018,119.178821,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-12,true,BigWolf,2018-02-21,false,,true,2016-12-21,passive,40%,false,,,true,2018-04-12,1
183.128.35.33,1,中国,浙江,杭州,,,30.287459,120.153576,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-06,false,,,false,,true,2016-02-26,active,40%,false,,,true,2018-04-06,1
180.127.138.35,2,中国,江苏,连云港,,,34.600018,119.178821,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-01,true,Simda,2018-01-09,false,,true,2017-06-02,active,40%,false,,,true,2018-04-01,1
180.108.241.183,2,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,4c11bf0c5e74.dahuaddns.com,2017-07-20,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-10,true,DSL4,2017-11-10,false,,true,2018-01-10,passive,40%,false,,,false,,1
144.0.109.248,0,中国,山东,威海,,,37.509691,122.116394,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",false,,false,,,false,,false,,,,false,,,false,,0
121.236.9.166,0,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,wl20133.gnway.net,2017-03-04,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2016-07-09,false,,,false,,false,,,,true,2016-07-09,80%,false,,1
180.106.145.26,2,中国,江苏,苏州,,,31.299379,120.619585,AS4134,true,false,,,境内IDC,1~20,wl20133.gnway.net,2017-12-25,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-12-19,true,MinerdPool,2017-12-19,false,,true,2016-04-04,active,40%,false,,,true,2017-11-23,1
180.103.38.54,0,中国,江苏,扬州,宝应县,望直港镇,32.393159,119.421003,AS4134,false,false,,,境内家庭,,keyiad.gnway.cc,2014-11-23,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2016-04-16,false,,,false,,true,2016-04-16,active,40%,false,,,false,,1
180.119.178.54,1,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-21,false,,,false,,true,2018-01-21,active,40%,false,,,false,,1
123.55.159.38,3,中国,河南,开封,龙亭区,西郊乡,34.797049,114.341447,AS4134,false,true,http,2017-07-22,境内家庭,1~20,vzzbd.qt663.com,2016-08-05,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-12,true,DSL4,2017-09-08,false,,true,2018-02-12,passive,40%,true,2016-12-05,80%,true,2017-12-31,1
183.159.81.9,2,中国,浙江,杭州,建德市,大慈岩镇,30.287459,120.153576,AS4134,false,true,http,2018-04-14,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-18,false,,,false,,true,2018-01-18,active,40%,false,,,false,,1
175.2.57.152,1,中国,湖南,娄底,娄星区,,27.728136,112.008497,AS4134,true,false,,,境内IDC,,moao738.eicp.net,2017-12-31,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-11,false,,,false,,true,2018-03-11,active,40%,false,,,false,,1
125.121.171.77,0,中国,浙江,杭州,淳安县,千岛湖镇,30.287459,120.153576,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",false,,false,,,false,,false,,,,false,,,false,,0
177.54.242.140,1,巴西,巴西,,,,-14.2429,-54.387798,AS262299,false,false,,,,,,,Flavio Jose Penso Junior - ME,true,2018-03-25,false,,,false,,false,,,,false,,,true,2018-03-25,1
180.105.176.7,2,中国,江苏,连云港,,,34.600018,119.178821,AS4134,false,false,,,境内家庭,1~20,vpslyg1.ticp.net,2017-08-30,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-06,true,BigWolf,2018-03-14,false,,true,2017-03-05,passive,40%,false,,,true,2018-04-06,1
182.42.40.0,,中国,山东,烟台,,,37.539297,121.391382,AS4134,,,,,,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",,,,,,,,,,,,,,,,,0
180.127.138.47,3,中国,江苏,连云港,,,34.600018,119.178821,AS4134,true,false,,,境内IDC,1~20,xuleiyu.3322.org,2018-01-25,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-02,true,BigWolf,2018-03-10,false,,true,2017-10-20,active,40%,false,,,true,2018-04-02,1
125.115.133.68,1,中国,浙江,宁波,奉化区,大桥镇,29.868388,121.549792,AS4134,false,false,,,境内家庭,1~20,13805830666.synology.me,2017-10-07,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-01,true,DSL4,2017-07-20,false,,true,2018-04-01,passive,40%,true,2017-04-23,80%,false,,1
183.128.35.39,2,中国,浙江,杭州,,,30.287459,120.153576,AS4134,false,false,,,境内家庭,1~20,nuwsun168.xicp.net,2016-01-24,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-08,true,PirateGames,2017-07-01,false,,true,2018-02-12,active,40%,false,,,true,2018-04-08,1
180.103.47.232,0,中国,江苏,扬州,宝应县,安宜镇,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2016-11-04,false,,,false,,true,2016-11-04,active,40%,false,,,false,,1
180.105.111.127,4,中国,江苏,连云港,,,34.600018,119.178821,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-11,true,BigWolf,2018-03-20,false,,true,2018-04-06,active,40%,true,2018-04-11,80%,true,2018-04-08,1
123.169.34.234,5,中国,山东,烟台,,,37.539297,121.391382,AS17633,false,true,http,2017-07-20,境内家庭,1~20,zzspider3.7766.org,2018-02-03,ASN for Shandong Provincial Net of CT,true,2018-04-04,true,DSL4,2018-02-02,false,,true,2018-04-04,active,40%,true,2018-02-02,80%,true,2018-03-08,1
144.52.130.2,4,中国,山东,临沂,蒙阴县,蒙阴镇,35.065282,118.326443,AS4134,false,true,http,2017-08-05,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-05,true,MinerdPool,2017-12-16,false,,true,2018-02-05,active,40%,true,2017-10-31,80%,true,2017-09-05,1
121.239.71.57,0,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,9002a99f9867.dahuaddns.com,2017-01-08,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-01-07,false,,,false,,false,,,,true,2017-01-07,80%,false,,1
121.236.42.64,2,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,208.9966.org,2018-01-29,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-27,true,Trojan,2018-01-27,false,,true,2018-01-27,passive,40%,false,,,false,,1
180.109.125.53,2,中国,江苏,南京,,,32.041544,118.767413,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-20,true,Morto,2018-02-15,false,,false,,,,true,2017-08-10,80%,true,2018-03-20,1
180.103.38.57,0,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",false,,false,,,false,,false,,,,false,,,false,,0
180.106.145.163,0,中国,江苏,苏州,,,31.299379,120.619585,AS4134,true,false,,,境内IDC,,5a0ea943.hanbang.org.cn,2018-01-28,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-10-13,true,Nitol,2017-10-13,false,,true,2016-11-09,active,40%,false,,,false,,1
183.159.81.71,3,中国,浙江,杭州,,,30.287459,120.153576,AS4134,false,true,http,2018-04-15,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-24,false,,,false,,true,2018-01-24,active,40%,false,,,true,2018-01-24,1
180.119.178.67,0,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-08-01,false,,,false,,true,2017-08-01,active,40%,false,,,false,,1
123.55.203.122,3,中国,河南,周口,,,33.620357,114.649653,AS4134,false,false,,,境内家庭,1~20,zk.upptp.com,2018-04-17,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-22,true,MinerdPool,2018-01-16,false,,true,2017-11-28,passive,40%,true,2018-03-22,80%,false,,1
175.2.57.208,1,中国,湖南,娄底,娄星区,,27.728136,112.008497,AS4134,false,false,,,境内家庭,1~20,mgha0935.cnvpn.org,2017-07-14,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-06,true,Darkcloud,2017-08-15,false,,true,2015-11-25,active,40%,false,,,true,2018-03-06,1
125.121.172.5,3,中国,浙江,杭州,淳安县,千岛湖镇,30.287459,120.153576,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-11,true,MinerdPool,2018-01-15,false,,true,2018-01-16,active,40%,false,,,true,2018-04-11,1
182.42.244.20,4,中国,山东,济宁,梁山县,拳铺镇,35.415393,116.587245,AS4134,false,true,http,2018-03-26,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-03,true,WannaCry,2018-03-10,false,,true,2018-02-17,active,40%,false,,,true,2018-04-03,1
183.128.35.54,1,中国,浙江,杭州,建德市,,30.287459,120.153576,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-20,false,,,false,,true,2018-03-20,active,40%,false,,,false,,1
177.54.243.193,1,巴西,巴西,,,,-14.2429,-54.387798,AS262299,false,false,,,,,,,Flavio Jose Penso Junior - ME,true,2018-03-16,false,,,false,,false,,,,false,,,true,2018-03-16,1
180.105.176.11,2,中国,江苏,连云港,,,34.600018,119.178821,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-08,true,BigWolf,2018-03-13,false,,true,2017-01-29,active,40%,false,,,true,2018-04-08,1
180.127.138.61,2,中国,江苏,连云港,,,34.600018,119.178821,AS4134,false,false,,,境内家庭,1~20,au8789.iview.hk,2016-09-13,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-24,true,BigWolf,2018-03-12,false,,true,2016-06-14,passive,40%,false,,,true,2018-03-24,1
180.105.111.128,2,中国,江苏,连云港,,,34.600018,119.178821,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-01,true,BigWolf,2018-03-09,false,,true,2016-07-15,passive,40%,false,,,true,2018-04-01,1
123.169.34.237,4,中国,山东,烟台,,,37.539297,121.391382,AS17633,false,true,http,2017-07-22,境内家庭,1~20,,,ASN for Shandong Provincial Net of CT,true,2018-04-05,true,DSL4,2018-02-02,false,,true,2018-01-01,active,40%,false,,,true,2018-04-05,1
180.103.47.248,1,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-15,false,,,false,,true,2016-11-10,active,40%,false,,,true,2018-04-15,1
