ip,360风险值,国家,省/州,城市,区/县,乡镇,纬度,经度,AS号,是否IDC,是否代理,代理类型,最近代理时间,用户类型,最近7天平均终端数,最近解析域名,最近解析域名时间,服务提供商,是否有恶意行为,最近恶意行为时间,是否botnet,botnet家族,最近botnet时间,是否brute_force,最近brute_force时间,是否ddos,最近ddos时间,ddos主/被动,ddos置信度,是否scanner,最近scanner时间,scanner置信度,是否spam,最近spam时间,是否有恶意行为
112.28.175.110,2,中国,安徽,合肥,,,31.86119,117.283042,AS9808,false,false,,,境内企业,21~100,5a150a2b.hanbang.org.cn,2017-11-26,Guangdong Mobile Communication Co.Ltd.,true,2018-03-08,true,NetReaper,2018-01-14,false,,true,2018-03-08,active,40%,false,,,false,,1
91.121.210.37,0,法国,北部－加来海峡大区,鲁贝,,,50.688438,3.18125,AS16276,true,false,,,境外IDC,,gamecp.rfbattlefront.com,2017-11-15,OVH SAS,false,,false,,,false,,false,,,,false,,,false,,0
114.239.88.123,3,中国,江苏,宿迁,,,33.945154,118.293328,AS4134,false,true,http,2017-11-05,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-22,true,DSL4,2018-02-22,false,,true,2017-10-22,active,40%,false,,,false,,1
114.230.229.124,0,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2015-12-01,false,,,false,,true,2015-12-01,active,40%,false,,,false,,1
60.215.22.0,0,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,,,,CHINA UNICOM China169 Backbone,true,2016-09-28,false,,,false,,true,2016-09-28,active,40%,false,,,true,2015-07-16,1
60.189.62.77,2,中国,浙江,台州,,,28.661378,121.428599,AS4134,true,false,,,境内IDC,1~20,tzmksd.gnway.cc,2018-02-05,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-20,true,MinerdPool,2018-02-05,false,,true,2018-03-20,active,40%,false,,,false,,1
49.71.30.115,1,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,,yzyuandong.gnway.cc,2017-09-18,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-10,false,,,false,,true,2016-03-17,active,40%,false,,,true,2018-04-10,1
114.226.65.133,3,中国,江苏,常州,,,31.772752,119.946973,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-03,true,MyKings,2018-01-14,false,,true,2018-01-17,active,40%,false,,,true,2018-04-03,1
60.189.53.64,2,中国,浙江,台州,,,28.661378,121.428599,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-01,true,DSL4,2018-01-14,false,,true,2018-03-01,passive,40%,false,,,false,,1
113.124.216.0,,中国,山东,烟台,,,37.539297,121.391382,AS4134,,,,,,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",,,,,,,,,,,,,,,,,0
58.52.140.249,1,中国,湖北,咸宁,,,29.832798,114.328963,AS4134,false,false,,,境内家庭,1~20,yldfm.883bet365.com,2016-08-11,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-16,true,DSL4,2017-10-15,false,,true,2017-09-14,active,40%,false,,,true,2018-03-16,1
114.230.22.91,1,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-16,false,,,false,,true,2016-09-19,active,40%,false,,,true,2018-04-16,1
114.103.222.86,0,中国,安徽,宣城,,,30.945667,118.757995,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2016-12-17,false,,,false,,true,2016-12-17,active,40%,false,,,false,,1
112.245.149.122,1,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,,,,CHINA UNICOM China169 Backbone,true,2018-02-13,true,WannaCry,2018-02-13,false,,true,2017-04-30,passive,40%,false,,,false,,1
112.245.199.250,1,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2018-01-23,true,MinerdPool,2018-01-23,false,,true,2017-03-31,passive,80%,false,,,true,2017-09-10,1
114.234.25.0,,中国,江苏,徐州,,,34.261792,117.184811,AS4134,,,,,,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",,,,,,,,,,,,,,,,,0
114.217.128.178,1,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,9002a98731a5.dahuaddns.com,2016-05-08,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-12-31,true,Trojan,2017-12-31,false,,true,2016-12-16,active,40%,false,,,false,,1
106.113.238.167,3,中国,河北,石家庄,,,38.045474,114.502461,AS4134,false,false,,,境内家庭,1~20,hhwywjgj.tpddns.cn,2017-11-04,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-07,true,XCodgost,2017-12-07,false,,true,2017-11-15,active,40%,false,,,true,2018-04-07,1
91.148.72.99,1,塞尔维亚,塞尔维亚,,,,44.049809,20.910789,AS6700,false,false,,,,,,,BeotelNet-ISP d.o.o,true,2018-04-14,false,,,false,,false,,,,false,,,true,2018-04-14,1
112.252.97.147,1,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2018-01-16,true,"Ramnit,H-worm",2018-01-16,false,,true,2016-02-24,active,40%,false,,,false,,1
112.28.176.75,2,中国,安徽,合肥,,,31.86119,117.283042,AS9808,false,false,,,境内企业,21~100,,,Guangdong Mobile Communication Co.Ltd.,true,2018-03-02,true,Minerd,2018-03-02,false,,true,2018-01-16,active,40%,false,,,false,,1
114.230.42.123,0,中国,江苏,扬州,宝应县,安宜镇,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2016-02-21,false,,,false,,true,2016-02-21,active,40%,false,,,false,,1
114.230.229.130,0,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-01-24,false,,,false,,true,2017-01-24,active,40%,false,,,false,,1
114.239.127.20,3,中国,江苏,宿迁,,,33.945154,118.293328,AS4134,true,true,http,2017-11-01,境内IDC,1~20,jssq2.3322.org,2018-01-13,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-18,true,Darkcloud,2018-03-18,false,,true,2018-01-07,active,40%,false,,,false,,1
60.189.62.153,2,中国,浙江,台州,,,28.661378,121.428599,AS4134,false,false,,,境内家庭,1~20,tzgtft007.xicp.net,2016-10-23,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-27,true,Zbot,2018-02-27,false,,true,2017-11-04,passive,40%,false,,,false,,1
114.226.65.138,2,中国,江苏,常州,,,31.772752,119.946973,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-10,true,Minerd,2018-03-10,false,,true,2016-02-23,active,40%,false,,,true,2018-01-09,1
60.215.22.3,0,中国,山东,滨州,滨城区,,37.383542,118.016974,AS4837,true,false,,,境内IDC,1~20,tltianlei.meibu.com,2018-02-17,CHINA UNICOM China169 Backbone,true,2016-02-05,false,,,false,,true,2016-02-05,active,40%,false,,,false,,1
60.189.53.67,4,中国,浙江,台州,,,28.661378,121.428599,AS4134,false,true,http,2017-03-17,境内家庭,1~20,tzss2013.gnway.org,2017-09-29,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-10,true,MinerdPool,2018-01-09,false,,true,2018-03-03,active,40%,false,,,true,2018-04-10,1
49.71.30.120,1,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-13,false,,,false,,true,2017-01-19,active,40%,false,,,true,2018-04-13,1
113.128.25.175,1,中国,山东,济南,济阳县,济阳镇,36.675807,117.000923,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-15,true,"DSL4,Artemis",2018-01-15,false,,true,2017-05-05,active,40%,false,,,false,,1
58.52.142.0,1,中国,湖北,咸宁,咸安区,,29.832798,114.328963,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-17,true,DSL4,2017-08-10,false,,true,2015-12-14,active,40%,false,,,true,2018-03-17,1
114.103.223.3,0,中国,安徽,宣城,,,30.945667,118.757995,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-06-08,false,,,false,,true,2017-06-08,active,40%,false,,,false,,1
114.230.22.94,1,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-17,true,Artemis,2018-02-17,false,,true,2016-03-05,active,40%,false,,,false,,1
112.245.199.252,0,中国,山东,滨州,滨城区,,37.383542,118.016974,AS4837,false,false,,,境内家庭,,,,CHINA UNICOM China169 Backbone,true,2016-12-22,false,,,false,,true,2016-12-22,passive,40%,false,,,false,,1
114.218.4.28,2,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,rxlrxl.oicp.net,2016-04-12,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-01,true,BigWolf,2018-02-16,false,,true,2018-04-01,passive,40%,false,,,false,,1
114.234.138.0,,中国,江苏,徐州,,,34.261792,117.184811,AS4134,,,,,,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",,,,,,,,,,,,,,,,,0
106.113.238.187,2,中国,河北,石家庄,,,38.045474,114.502461,AS4134,false,false,,,境内家庭,1~20,hebgt2008.xicp.net,2017-10-01,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-07,true,DSL4,2018-01-09,false,,true,2017-09-27,active,40%,true,2016-12-23,80%,true,2018-04-07,1
112.245.149.156,0,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2017-09-05,true,Trojan,2017-04-12,false,,true,2017-09-05,passive,80%,false,,,false,,1
112.252.97.163,0,中国,山东,滨州,滨城区,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,xxxx001.gnway.cc,2016-02-16,CHINA UNICOM China169 Backbone,true,2016-10-29,false,,,false,,true,2016-10-29,passive,40%,false,,,false,,1
91.187.58.47,2,捷克,捷克,,,,49.803879,15.47491,AS34093,false,false,,,,,,,NWT a.s,true,2018-04-14,false,,,false,,true,2018-02-21,active,40%,false,,,true,2018-04-14,1
112.28.179.13,2,中国,安徽,合肥,,,31.86119,117.283042,AS9808,false,false,,,境内企业,21~100,,,Guangdong Mobile Communication Co.Ltd.,true,2018-02-22,true,CVE-2012-0158,2018-02-06,false,,true,2018-02-22,active,40%,false,,,false,,1
114.230.229.155,0,中国,江苏,扬州,宝应县,望直港镇,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2015-12-26,false,,,false,,true,2015-12-26,active,40%,false,,,false,,1
114.230.42.134,0,中国,江苏,扬州,宝应县,安宜镇,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2015-12-07,false,,,false,,true,2015-12-07,active,40%,false,,,false,,1
114.239.147.14,3,中国,江苏,宿迁,,,33.945154,118.293328,AS4134,false,true,http,2017-07-26,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-03,true,Farfli,2018-01-03,false,,true,2015-12-18,active,40%,false,,,true,2017-11-23,1
114.226.65.143,3,中国,江苏,常州,,,31.772752,119.946973,AS4134,false,true,http,2017-07-20,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-12,true,MyKings,2018-03-10,false,,true,2016-06-22,active,40%,false,,,true,2018-03-12,1
60.215.22.7,0,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2017-08-14,true,NetReaper,2017-08-14,false,,true,2016-02-16,active,40%,false,,,false,,1
60.189.62.191,1,中国,浙江,台州,,,28.661378,121.428599,AS4134,false,false,,,境内家庭,1~20,linyin1750.oicp.net,2016-08-11,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-11-14,true,Artemis,2017-11-14,false,,true,2017-03-28,active,40%,false,,,false,,1
49.71.30.124,1,中国,江苏,扬州,宝应县,安宜镇,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-14,false,,,false,,true,2015-12-26,active,40%,false,,,true,2018-04-14,1
60.189.53.95,2,中国,浙江,台州,,,28.661378,121.428599,AS4134,false,false,,,境内家庭,1~20,tzsd02.f3322.net,2017-06-27,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-09,true,DSL4,2018-01-03,false,,true,2018-02-09,active,40%,false,,,false,,1
113.128.128.42,4,中国,山东,济南,,,36.675807,117.000923,AS4134,false,true,http,2017-05-05,境内宽带运营商专用出口,201~500,sdds2017.gnway.cc,2017-02-21,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-29,true,Trojan,2018-01-15,false,,true,2018-01-13,passive,40%,false,,,true,2018-03-29,1
114.103.223.8,0,中国,安徽,宣城,,,30.945667,118.757995,AS4134,false,false,,,境内家庭,1~20,gt1607360.seccn.com,2017-07-02,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-10-06,true,Ramnit,2017-10-06,false,,true,2017-02-03,active,40%,false,,,true,2017-10-06,1
58.52.142.2,1,中国,湖北,咸宁,,,29.832798,114.328963,AS4134,false,false,,,境内家庭,,ktdxb.883bet365.com,2016-08-04,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-17,true,DSL4,2017-10-11,false,,true,2017-02-18,passive,40%,false,,,true,2018-03-17,1
114.230.22.104,1,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-10,false,,,false,,true,2018-04-10,active,40%,false,,,false,,1
114.218.4.99,1,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,www.aixuewen.cn,2016-06-26,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-12-28,true,DSL4,2017-07-26,false,,true,2015-12-30,active,40%,false,,,true,2017-12-28,1
112.248.18.143,1,中国,山东,枣庄,市中区,,34.856424,117.557964,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2017-11-09,true,Ramnit,2017-11-09,false,,true,2017-09-03,passive,80%,false,,,false,,1
114.234.180.0,,中国,江苏,徐州,,,34.261792,117.184811,AS4134,,,,,,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",,,,,,,,,,,,,,,,,0
106.113.238.207,3,中国,河北,石家庄,,,38.045474,114.502461,AS4134,false,false,,,境内家庭,1~20,hblscxwh.gnway.cc,2018-04-15,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-15,true,"MinerdPool,Artemis",2017-12-25,false,,true,2018-04-15,active,40%,true,2017-07-11,80%,true,2018-03-22,1
112.245.149.163,1,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2018-01-15,true,Gh0st,2018-01-15,false,,true,2017-06-07,passive,40%,false,,,false,,1
112.252.97.181,2,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,edcva9028.netshare.org.cn,2017-01-03,CHINA UNICOM China169 Backbone,true,2018-02-26,true,MinerdPool,2018-01-19,false,,true,2018-02-26,active,40%,false,,,false,,1
114.230.229.158,0,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2016-02-12,false,,,false,,true,2016-02-12,active,40%,false,,,false,,1
114.230.42.135,0,中国,江苏,扬州,宝应县,安宜镇,32.393159,119.421003,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2015-12-28,false,,,false,,true,2015-12-28,active,40%,false,,,false,,1
112.28.180.210,2,中国,安徽,合肥,,,31.86119,117.283042,AS9808,false,false,,,境内企业,21~100,,,Guangdong Mobile Communication Co.Ltd.,true,2018-03-01,true,TheOthers,2017-12-09,false,,true,2018-03-01,active,40%,false,,,false,,1
91.200.12.0,0,乌克兰,乌克兰,,,,48.382881,31.173441,AS43765,true,false,,,境外IDC,,,,Pp Sks-lugan,false,,false,,,false,,false,,,,false,,,false,,0
60.189.63.38,1,中国,浙江,台州,,,28.661378,121.428599,AS4134,false,false,,,境内家庭,1~20,mingfawj.gnway.org,2017-12-15,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-11-05,true,"DSL4,Artemis",2017-11-05,false,,true,2016-02-16,active,40%,false,,,false,,1
114.239.148.31,2,中国,江苏,宿迁,,,33.945154,118.293328,AS4134,false,true,http,2017-07-21,境内家庭,1~20,sygree.gnway.net,2016-09-27,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-11-28,true,Farfli,2017-11-28,false,,true,2016-03-09,active,40%,false,,,true,2017-07-30,1
60.215.22.41,0,中国,山东,滨州,滨城区,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,bsd1.vicp.cc,2015-05-14,CHINA UNICOM China169 Backbone,true,2016-02-05,false,,,false,,true,2016-02-05,active,40%,false,,,false,,1
60.189.53.97,2,中国,浙江,台州,,,28.661378,121.428599,AS4134,false,false,,,境内家庭,1~20,tianye20140917.dahuaddns.com,2016-06-18,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-07,true,Flystudio,2018-01-07,false,,true,2017-11-16,passive,40%,true,2015-11-27,80%,false,,1
114.226.65.177,2,中国,江苏,常州,,,31.772752,119.946973,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-14,true,DSL4,2017-11-21,false,,true,2018-01-14,active,40%,false,,,true,2017-09-13,1
49.71.30.133,0,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2016-03-12,false,,,false,,true,2016-03-12,active,40%,false,,,false,,1
113.128.128.111,3,中国,山东,济南,,,36.675807,117.000923,AS4134,false,true,http,2017-08-07,境内家庭,1~20,sdydxx.jios.org,2018-03-03,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-08,true,MsraMiner,2018-03-17,false,,true,2017-05-05,active,40%,true,2017-08-10,80%,true,2018-04-08,1
114.103.223.174,0,中国,安徽,宣城,,,30.945667,118.757995,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-08-26,false,,,false,,true,2017-08-26,active,40%,false,,,false,,1
58.52.142.175,2,中国,湖北,咸宁,咸安区,,29.832798,114.328963,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-01,true,Trojan,2018-02-21,false,,true,2016-05-06,active,40%,false,,,true,2018-04-01,1
114.230.22.106,0,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2016-01-16,false,,,false,,true,2016-01-16,active,40%,false,,,false,,1
114.235.16.0,,中国,江苏,徐州,,,34.261792,117.184811,AS4134,,,,,,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",,,,,,,,,,,,,,,,,0
114.218.4.180,2,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,haimingnongye.dahuaddns.com,2017-01-06,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-16,true,MinerdPool,2018-01-16,false,,true,2016-02-18,active,40%,false,,,true,2018-01-15,1
112.248.21.32,1,中国,山东,枣庄,市中区,,34.856424,117.557964,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2018-01-27,true,MinerdPool,2018-01-27,false,,true,2015-12-25,active,40%,false,,,false,,1
106.113.238.239,2,中国,河北,石家庄,桥西区,,38.045474,114.502461,AS4134,false,false,,,境内家庭,1~20,hblscxwh.gnway.cc,2018-01-25,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-15,true,DSL4,2017-10-17,false,,true,2018-04-15,active,40%,true,2017-05-06,80%,true,2018-02-23,1
112.245.149.196,1,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,,hy.lwscvip.com,2016-04-12,CHINA UNICOM China169 Backbone,true,2018-02-11,false,,,false,,true,2018-02-11,active,40%,false,,,true,2017-09-15,1
114.230.42.142,0,中国,江苏,扬州,宝应县,望直港镇,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",false,,false,,,false,,false,,,,false,,,false,,0
114.230.229.183,0,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,,9002a9bba98d.dahuaddns.com,2016-07-08,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-02-16,false,,,false,,true,2017-02-16,active,40%,false,,,false,,1
91.213.233.192,1,吉尔吉斯斯坦,吉尔吉斯斯坦,,,,41.20554,74.7799,AS39819,false,false,,,,,browse.healingsecurestore.eu,2015-09-22,Optima Telecom Ltd.,true,2018-04-17,false,,,false,,false,,,,false,,,true,2018-04-17,1
112.28.180.223,2,中国,安徽,合肥,,,31.86119,117.283042,AS9808,false,false,,,境内企业,21~100,,,Guangdong Mobile Communication Co.Ltd.,true,2018-04-01,true,CVE-2012-0158,2018-03-17,false,,true,2018-04-01,active,40%,false,,,false,,1
112.252.97.183,2,中国,山东,滨州,滨城区,,37.383542,118.016974,AS4837,false,false,,,境内家庭,,,,CHINA UNICOM China169 Backbone,true,2018-03-30,true,Gh0st,2018-02-09,false,,true,2018-03-30,active,40%,false,,,false,,1
60.189.63.62,1,中国,浙江,台州,,,28.661378,121.428599,AS4134,true,false,,,境内IDC,,yaju88.gnway.cc,2018-04-10,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-27,true,Artemis,2018-01-27,false,,true,2016-07-24,active,40%,false,,,false,,1
114.239.149.194,3,中国,江苏,宿迁,泗阳县,众兴镇,33.945154,118.293328,AS4134,false,true,http,2017-07-27,境内家庭,,gt1606196.seccn.com,2017-05-04,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-17,true,Farfli,2017-12-03,false,,true,2016-03-15,active,40%,false,,,true,2018-04-17,1
114.226.65.187,1,中国,江苏,常州,,,31.772752,119.946973,AS4134,false,false,,,境内家庭,1~20,jiangnanyid.xicp.net,2016-11-14,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-11-05,true,DSL4,2017-11-05,false,,true,2017-02-28,passive,40%,false,,,false,,1
60.189.53.151,2,中国,浙江,台州,,,28.661378,121.428599,AS4134,false,false,,,境内家庭,1~20,tzzjdl.gnway.cc,2016-10-02,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-23,true,"Zbot,XCodgost",2017-12-07,false,,true,2018-03-23,passive,80%,false,,,false,,1
60.215.22.42,1,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,,,,CHINA UNICOM China169 Backbone,true,2018-03-07,false,,,false,,true,2018-03-07,passive,80%,false,,,false,,1
49.71.30.142,0,中国,江苏,扬州,宝应县,望直港镇,32.393159,119.421003,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2016-03-29,false,,,false,,true,2016-03-29,active,40%,false,,,false,,1
114.103.223.197,1,中国,安徽,宣城,,,30.945667,118.757995,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-05,false,,,false,,true,2017-04-12,active,40%,false,,,true,2018-01-05,1
58.52.143.164,2,中国,湖北,咸宁,咸安区,,29.832798,114.328963,AS4134,true,false,,,境内IDC,1~20,mlszm.gnway.cc,2018-01-10,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-15,true,MinerdPool,2017-12-15,false,,true,2016-03-08,active,40%,false,,,true,2018-03-15,1
113.128.128.166,3,中国,山东,济南,,,36.675807,117.000923,AS4134,false,false,,,境内家庭,1~20,jnchuangdian.gnway.cc,2018-02-07,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-10,true,Zbot,2018-03-07,false,,true,2017-12-22,active,40%,false,,,true,2018-04-10,1
114.230.22.127,0,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2016-02-21,false,,,false,,true,2016-02-21,active,40%,false,,,false,,1
114.235.26.180,3,中国,江苏,徐州,,,34.261792,117.184811,AS4134,false,false,,,境内家庭,1~20,xzzhgg.gnway.cc,2016-07-19,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-13,true,"DSL4,Avzhan",2018-03-08,false,,true,2018-03-06,active,40%,false,,,true,2018-04-13,1
114.218.4.222,1,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-18,true,DSL4,2017-07-30,false,,true,2017-05-18,active,40%,false,,,true,2018-01-18,1
112.245.149.198,1,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2017-11-13,false,,,false,,true,2017-02-10,passive,40%,false,,,true,2017-11-13,1
112.248.26.13,0,中国,山东,枣庄,市中区,,34.856424,117.557964,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2016-05-05,false,,,false,,true,2016-05-05,active,40%,false,,,false,,1
106.113.239.53,2,中国,河北,石家庄,桥西区,,38.045474,114.502461,AS4134,false,false,,,境内家庭,1~20,sjzxqnsd.gnway.cc,2017-05-18,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-18,true,Sality,2018-01-01,false,,true,2017-08-20,active,40%,false,,,true,2018-02-18,1
114.230.42.150,1,中国,江苏,扬州,宝应县,望直港镇,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-14,false,,,false,,true,2016-02-17,active,40%,false,,,true,2018-04-14,1
114.230.229.185,0,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,,yzbyxsy8.eicp.net,2014-09-16,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2016-01-27,false,,,false,,true,2016-01-27,active,40%,false,,,false,,1
112.252.97.219,1,中国,山东,滨州,滨城区,,37.383542,118.016974,AS4837,false,false,,,境内家庭,,,,CHINA UNICOM China169 Backbone,true,2018-02-11,false,,,false,,true,2018-02-11,active,40%,false,,,false,,1
91.226.225.12,1,伊朗,伊朗,,,,32.42065,53.682362,AS56703,false,false,,,,,,,"Mehr Ava Gostar Parsian Information Engineering Co.,ltd",true,2018-03-22,false,,,false,,false,,,,false,,,true,2018-03-22,1
112.31.79.129,0,中国,安徽,安庆,,,30.524816,117.053571,AS9808,false,false,,,境内家庭,1~20,,,Guangdong Mobile Communication Co.Ltd.,false,,false,,,false,,false,,,,false,,,false,,0
